date_week,em_star,cum_star,em_star_up,em_star_low
2013-12-23,4.63287536609,5.0,4.88334532477,4.15906387642
2013-12-30,4.31293140188,4.5,4.89257225383,2.96293758993
2014-01-06,4.46226353533,4.5,4.74850463108,4.02743079621
2014-01-13,4.67761744582,4.625,4.89856841324,4.2671156503
2014-01-20,4.24872146216,4.5,4.8290721107,3.04283709147
2014-01-27,4.53751812123,4.53846153846,4.79586800061,4.12228131681
2014-02-10,4.60459371343,4.57142857143,4.92805052907,3.83563722337
2014-02-24,4.66545707677,4.6,4.96803016188,3.73363247905
2014-03-10,4.78533233929,4.64705882353,4.97843347478,4.18535235891
2014-03-17,4.55701644866,4.63157894737,4.96804035999,3.20183798594
2014-03-31,3.6110178663,4.55,4.87130157295,1.21327679026
2014-04-07,3.92422268068,4.5,4.50612442572,3.08272501017
2014-04-14,4.17185701116,4.46153846154,4.45602181493,3.80908597652
2014-04-28,4.40785909078,4.48148148148,4.81398840691,3.68248271028
2014-05-05,3.84711531338,4.4,4.4776938266,2.95644095717
2014-05-12,4.24072295577,4.40625,4.62793662272,3.67838538344
2014-05-26,4.61001186035,4.44117647059,4.84811216313,4.20517037196
2014-06-09,4.64446793517,4.45714285714,4.94193138038,3.87119584031
2014-06-16,4.63363414617,4.47368421053,4.91904647563,3.991058372
2014-06-23,4.27744565248,4.46153846154,4.91515333107,2.72492479626
2014-06-30,4.55089453599,4.475,4.94300735271,3.44598154105
2014-07-07,4.75821744422,4.5,4.96010850625,4.22103025676
2014-07-14,4.72674734187,4.52173913043,4.94398122686,4.19373978013
2014-07-21,4.72160877619,4.54,4.93063549005,4.29041271382
2014-08-04,4.55545319428,4.53846153846,4.92510466812,3.62179459673
2014-08-11,4.63338697942,4.54716981132,4.96421485614,3.5897223929
2014-08-25,4.68065862238,4.55555555556,4.98172399152,3.56364352957
2014-09-01,4.21506786411,4.54545454545,4.97041296227,1.78742240199
2014-09-15,4.57479532988,4.55357142857,4.9668531333,3.27976168122
2014-09-22,4.77113493704,4.56896551724,4.97294881788,4.1508059203
2014-09-29,4.22710187486,4.55,4.92402059636,2.40671306002
2014-10-06,4.04360947711,4.54098360656,4.85329797968,2.31352820041
2014-10-20,4.47496825794,4.54838709677,4.90213385061,3.48946965105
2014-10-27,4.60529925589,4.55555555556,4.94994181175,3.62751160032
2014-11-10,4.65907225081,4.5625,4.97511591652,3.56896146823
2014-11-17,4.22680263769,4.55384615385,4.95725062046,2.00694742837
2014-11-24,4.57144568181,4.56060606061,4.96118697092,3.34985780896
2014-12-01,4.17955537439,4.55223880597,4.93742615647,2.14045526762
2014-12-08,4.55208374502,4.55882352941,4.94737767037,3.44095998174
2015-01-05,4.75376936723,4.57142857143,4.96252689371,4.17383879528
2015-01-12,4.23079886166,4.55555555556,4.89971704272,2.62780512531
