date_week,em_star,cum_star,em_star_up,em_star_low
2014-09-15,4.30611300894,4.5,4.52591134703,4.02378719193
2014-09-22,4.43496645922,4.66666666667,4.73241725229,3.99404227838
2014-09-29,4.12034996354,4.22222222222,4.41252486627,3.7566084483
2014-10-06,4.31961731834,4.3,4.67070616227,3.81316079999
2014-10-13,3.06758158169,4.0,4.05017511546,1.94559988276
2014-10-20,2.39151006606,3.33333333333,2.64488997787,2.13474095156
2014-10-27,3.63390088709,3.5,3.98878963677,3.22607001401
2014-11-03,3.79959643103,3.54545454545,4.20079570427,3.32192313707
2014-11-10,3.88304349375,3.58333333333,4.29324238499,3.37933658634
2014-11-17,3.44966777585,3.53571428571,3.82303125637,3.02690507112
2014-11-24,3.91569867612,3.58620689655,4.36684792811,3.33216176524
2014-12-01,3.41513436551,3.54838709677,3.99125602397,2.73262010081
2014-12-08,3.96279782721,3.59375,4.4507749836,3.30775556234
2014-12-15,2.17708814671,3.4,2.79803407803,1.59252778243
2014-12-22,1.91305496192,3.14285714286,2.13673074556,1.69624327403
2014-12-29,1.65443746877,3.0,1.96019285821,1.37100291216
2015-01-05,2.07928917901,2.97916666667,2.60604511501,1.57796647739
2015-01-26,1.68709805494,2.9387755102,2.42163536178,1.07045165758
2015-02-02,1.42770228504,2.9,2.23708626767,0.798540937337
2015-02-09,2.27690459312,2.88679245283,2.80115002041,1.76858092039
2015-02-16,2.79531682902,2.89473684211,3.14088968107,2.44472063996
2015-02-23,2.38043412703,2.86440677966,2.89625000513,1.89203128918
2015-03-02,3.34367856317,2.9,3.9468307987,2.63768046098
2015-03-09,2.3811880639,2.86885245902,3.22740962956,1.55678129896
2015-03-16,2.55237701325,2.84848484848,2.86942908279,2.23244632653
2015-03-23,2.62534658913,2.84057971014,3.01501385015,2.2304795736
2015-03-30,2.3953504515,2.82857142857,3.09498491849,1.71066293741
2015-04-06,2.64777593566,2.83098591549,3.42193208116,1.84567862358
2015-04-13,3.20520711651,2.84722222222,3.91934811009,2.38234871733
2015-04-20,3.08220012456,2.85135135135,3.648282904,2.46774647014
2015-04-27,3.41887882391,2.86666666667,4.04744910634,2.66977132717
2015-05-04,2.82886808919,2.85526315789,3.66574475929,1.93717601184
2015-05-11,2.01326307797,2.81012658228,2.46990785197,1.56778105945
2015-05-18,3.11089007883,2.8375,3.76471616357,2.39531705005
2015-05-25,3.05130291501,2.83950617284,3.79138857561,2.20555902631
2015-06-01,3.81453233457,2.86585365854,4.35830859211,3.08590403287
