date_week,em_star,cum_star,em_star_up,em_star_low
2015-03-30,4.64804115072,5.0,4.99915358997,2.34933739604
2015-04-06,4.55051133589,5.0,4.99984448282,1.17940579626
2015-06-01,4.1889160461,5.0,4.99999613772,0.0786481529654
2015-06-08,3.76145925499,4.85714285714,4.99991427146,0.0376426098396
2015-06-15,4.72219883053,4.8,4.90073449477,4.39560541684
2015-06-22,3.99888965897,4.6,4.71669417249,2.73165296367
2015-06-29,4.17748766557,4.52,4.46878701691,3.80833040882
2015-07-06,3.99156678375,4.46428571429,4.52429757169,3.23017071278
2015-07-13,4.26258227248,4.45161290323,4.63907660405,3.71772312953
2015-07-27,4.55588344187,4.46875,4.96178127457,3.33426131861
2015-08-03,3.25786242212,4.2972972973,4.32844759557,1.87618904757
2015-08-10,3.91798388723,4.275,4.31602812024,3.41508976145
2015-08-24,3.51485905414,4.2380952381,4.33349772031,2.3892358633
2015-08-31,2.34550226639,4.18604651163,3.96252227765,0.820699478456
2015-09-07,4.31630753133,4.20454545455,4.8139730695,3.37163340362
2015-09-14,4.76830412233,4.23913043478,4.95612976125,4.30128332607
2015-09-21,3.18706807926,4.21276595745,4.9741410969,0.178794881439
2015-10-12,1.51166773679,4.14583333333,3.31864695606,0.346813987183
2015-10-26,2.6766258016,4.12244897959,4.20915326265,1.00647849736
2015-11-23,4.63654064781,4.1568627451,4.82307737727,4.34510839419
2015-11-30,4.57512891494,4.17307692308,4.99141870386,2.7118800712
2015-12-28,3.03787212956,4.12962962963,4.90720287785,0.332628818359
2016-01-11,4.51639489175,4.14545454545,4.90510501876,3.65287736592
2016-02-15,2.02335676054,4.08928571429,4.61619713012,0.129639006561
2016-05-16,2.03013600849,4.05263157895,3.63152275975,0.692786034972
2016-06-20,1.30251057837,4.0,2.72139678377,0.39343715015
2016-07-04,3.34068223941,4.0,4.60657448279,1.48430225578
2016-11-14,4.48074698476,4.01666666667,4.89039205273,3.54338694367
2016-11-21,4.56450504683,4.03278688525,4.98845757797,2.82040979692
2016-12-05,2.71556401989,3.98412698413,4.82107373598,0.273393057915
2016-12-26,2.17322585006,3.953125,3.69733821876,0.793825796359
2017-01-02,4.27107355155,3.96923076923,4.81193292378,3.20824208859
2017-01-09,3.85247831942,3.9696969697,4.89721602698,1.563019928
