date_week,em_star,cum_star,em_star_up,em_star_low
2008-08-11,3.5252707119,4.0,3.78097955649,3.24900456686
2008-11-10,3.39841343843,3.5,3.83432808083,2.90976597727
2009-06-15,2.9808258932,3.0,3.57571368891,2.34994120105
2009-12-14,2.98292822457,3.0,3.59155012745,2.33364277299
2010-07-26,3.61731109354,3.4,4.11866989196,3.02529187677
2010-08-02,3.72619454166,3.5,4.22339762824,3.10815782378
2010-08-09,3.80317414726,3.57142857143,4.29312635951,3.17094780697
2010-08-16,4.11689770934,3.75,4.51052586,3.58495287986
2010-10-25,4.31707292503,3.88888888889,4.65718005128,3.81995627788
2011-02-07,3.97329667693,3.81818181818,4.41151070742,3.40267027809
2011-02-21,4.22683072721,3.91666666667,4.59510636487,3.71882789264
2011-03-21,3.56851593644,3.76923076923,4.20831711937,2.75975007246
2011-05-02,3.36374866038,3.71428571429,4.03202683762,2.57870089529
2011-07-18,3.89610051852,3.8,4.35929696507,3.29625818137
2011-08-01,3.60707944671,3.75,4.18681010052,2.88984405696
2011-10-10,2.7752152797,3.55555555556,3.34441077183,2.17824229092
2012-01-02,3.16463894639,3.57894736842,3.71946540643,2.54346070616
2012-01-30,2.4410054414,3.45,3.12553951977,1.76887000418
2012-02-06,2.97117739288,3.47619047619,3.58704764881,2.30536594149
2012-02-27,3.30773473167,3.5,3.86853114708,2.66505474567
2012-05-07,2.52193433726,3.39130434783,3.21088623404,1.8144018254
2012-05-14,2.68821575371,3.375,3.34950826649,2.00563286129
2012-07-30,2.80004448773,3.36,3.44368777207,2.10614078541
2012-09-24,2.51899116978,3.30769230769,3.2034750207,1.84326708747
2012-10-08,3.02923205882,3.33333333333,3.6480860826,2.35142350979
2012-11-12,3.34432307948,3.35714285714,3.90398900729,2.69790543701
2012-12-17,3.53745466933,3.37931034483,4.06305312405,2.89503833644
2013-01-07,3.66760467145,3.4,4.1815044856,3.0425254108
2013-05-27,3.46107513278,3.38709677419,4.04435607552,2.74099924479
2013-06-10,3.2950409478,3.375,3.93373796285,2.58048746846
2013-10-28,2.84404376868,3.33333333333,3.5219180283,2.10914467824
2013-11-11,2.89398388591,3.32352941176,3.54965080417,2.19797319192
2014-01-20,2.22881678286,3.25714285714,2.93869522459,1.54785989584
2014-04-07,2.84589861728,3.27777777778,3.48497398822,2.15314964412
2014-04-14,2.15192955274,3.18421052632,2.66062387401,1.65877017397
2014-06-16,2.41557739227,3.17948717949,2.99982961598,1.81589346361
2014-07-07,3.24961119335,3.225,3.80087052898,2.63986392304
2014-08-04,3.76803353682,3.26829268293,4.22578891346,3.18702845886
2014-08-11,2.88216660329,3.21428571429,3.58409092344,2.14928522699
2014-08-25,2.92136813274,3.20930232558,3.58514335174,2.20273209784
2014-09-01,2.24822131412,3.15909090909,2.94462649474,1.57238325925
2014-09-22,2.85753759598,3.17777777778,3.51862101748,2.16737314597
2014-10-13,2.90390023871,3.17391304348,3.54599558622,2.21746549772
2014-12-29,2.58966698978,3.14893617021,3.26393205454,1.89797915055
2015-01-05,2.03710349989,3.10416666667,2.72046308987,1.41196736534
2015-01-26,2.7164697651,3.12244897959,3.3930137083,2.0280007869
2015-02-02,3.46717201648,3.16,3.99893287391,2.84195294049
2015-02-16,3.62683346701,3.17647058824,4.1448813498,3.00955071432
2015-03-02,4.01366306073,3.21153846154,4.42399611668,3.47277769211
2015-03-30,3.29959286335,3.18518518519,3.83778723384,2.68987572831
2015-04-13,2.53230285676,3.14545454545,3.20932585679,1.83891529781
2015-05-11,3.03128368994,3.16071428571,3.65421707629,2.3437981762
2015-05-18,3.35064015053,3.17543859649,3.91575365823,2.69461287971
2015-06-15,3.55254794818,3.18965517241,4.07794524615,2.91932264988
2015-06-22,3.02678146921,3.16666666667,3.54738249585,2.48203835828
2015-06-29,2.69741096933,3.14754098361,3.31227388462,2.06766080653
2015-07-06,3.57061805176,3.19047619048,3.95461345512,3.14534398635
2015-07-13,3.12913504091,3.171875,3.67871181998,2.51988818099
2015-09-21,2.7505446103,3.15384615385,3.39477844052,2.07509994163
2015-10-26,3.12836903919,3.16417910448,3.58947445764,2.63102690159
2015-11-23,3.64709285215,3.19117647059,4.09493026457,3.11670995139
2015-12-21,3.99773776742,3.21739130435,4.38726156189,3.50207345347
2016-01-18,3.98408550043,3.22857142857,4.42879317251,3.40616968633
2016-03-14,4.23636538595,3.25352112676,4.59760059086,3.72952706132
2016-04-18,4.39484809674,3.27777777778,4.70861557398,3.92752753769
2016-05-16,4.02470383348,3.28378378378,4.4753068557,3.43185033704
2016-05-23,4.00963924648,3.29333333333,4.46845193873,3.38629720431
2016-05-30,4.26212407636,3.31578947368,4.63242183111,3.73771007865
2016-06-13,4.18450777226,3.32467532468,4.60628435705,3.56470491669
2016-08-15,3.1032905801,3.29487179487,3.92401953261,2.16389230346
2016-11-28,3.79063639466,3.3164556962,4.31321523007,3.1261830861
2017-01-02,3.53116787317,3.3125,4.13072264812,2.80308974517
