date_week,em_star,cum_star,em_star_up,em_star_low
2006-07-17,3.23136921914,4.0,3.38126916568,3.07588868171
2006-09-11,2.96964496473,2.5,3.20837676202,2.72423534865
2006-10-02,3.1234872965,3.0,3.39952321964,2.83555195961
2006-10-09,3.4261939434,3.5,3.72055598426,3.12076365178
2006-11-27,3.68162536898,3.8,3.96873173307,3.36574281864
2006-12-04,3.89073602314,4.0,4.16211156524,3.58384242897
2007-03-05,4.05527404539,4.14285714286,4.306481571,3.75906462226
2007-03-19,3.71122931156,3.875,4.05707765461,3.31079097289
2007-03-26,3.94123157082,4.0,4.23865876429,3.59669605957
2007-04-02,3.77275419843,3.9,4.11259146484,3.37990808543
2007-07-09,3.84267004015,3.91666666667,4.12661206461,3.52209949637
2007-08-20,3.86466986075,3.92307692308,4.15111710758,3.52803024125
2007-09-17,3.88952773057,3.92857142857,4.18796009558,3.53954445286
2007-10-15,4.06532043408,4.0,4.33583538342,3.74111505401
2007-10-29,3.88725152902,3.9375,4.20573804176,3.50811845072
2007-12-03,4.07588207926,4.0,4.35754227403,3.73988820391
2007-12-24,3.69745283443,3.88888888889,4.07204909516,3.26585534711
2007-12-31,3.94072686948,3.94736842105,4.25448517163,3.56829031559
2008-01-07,3.96408577082,3.95454545455,4.20843382636,3.69485721296
2008-01-14,4.10627181087,4.0,4.33707253743,3.83798134912
2008-01-28,4.22462366453,4.04166666667,4.44926923667,3.95508175044
2008-02-11,3.69845655758,3.92,4.06113373256,3.2849455218
2008-03-03,3.9504610602,3.96296296296,4.20448623627,3.66279301284
2008-03-10,3.95571996139,3.96428571429,4.23339927645,3.62779154467
2008-03-31,4.11141689669,4.0,4.36699946172,3.79912389755
2008-04-07,4.09435299429,4.0,4.3643231898,3.77281165127
2008-04-21,4.07938100597,4.0,4.35744224577,3.73518663133
2008-05-05,3.88288739854,3.96875,4.22265097612,3.47147410283
2008-05-12,3.90360588335,3.9696969697,4.23702480751,3.51361974592
2008-05-26,3.52097168172,3.91176470588,3.93580705851,3.06267854211
2008-06-02,3.61929795831,3.91428571429,3.99285309877,3.19067448644
2008-06-09,3.88608643541,3.94444444444,4.20185002611,3.51968901903
2008-06-30,3.90117045843,3.94594594595,4.21572702204,3.52978610389
2008-07-21,4.08925674959,3.97368421053,4.36295555617,3.75951406741
2008-09-01,4.17304162395,4.0,4.3755350417,3.93270317026
2008-09-22,4.14808339786,4.0,4.38449220628,3.87227069041
2008-10-06,4.1231067672,4.0,4.37556993844,3.81546803411
2008-10-13,3.57175987566,3.93181818182,3.96281281666,3.13002390681
2008-11-03,3.000238228,3.86666666667,3.46061601203,2.5211825668
2008-12-01,3.44175186973,3.89130434783,3.83891715455,3.01789932872
2008-12-08,3.55275436591,3.89361702128,3.9185432026,3.13474609817
2008-12-15,3.81956153917,3.91666666667,4.13488908225,3.46426587151
2009-01-19,4.01569683099,3.9387755102,4.29301129152,3.68283954167
2009-01-26,4.26791343489,3.98039215686,4.46098033421,4.03303712051
2009-02-02,4.46551014084,4.03703703704,4.60131349805,4.30183790077
2009-02-09,4.46832620068,4.05357142857,4.61358754738,4.29314305471
2009-02-16,4.55341807322,4.08620689655,4.68349569731,4.39129323684
2009-02-23,4.50148750381,4.08474576271,4.66373023353,4.28535030001
2009-03-02,4.44668694051,4.08333333333,4.64432457344,4.19561565573
2009-03-23,3.75363789236,4.01612903226,4.11425320941,3.332808938
2009-03-30,3.98556792422,4.03174603175,4.29124750154,3.62146381648
